Matched Shingle,Entity,Search Query,Visits,Conversion,Revenue
shirts,Category,t shirts for women,41,7.32%,$174.00
women,Category,t shirts for women,41,7.32%,$174.00
women,Category,tanks for women,37,13.51%,$462.00
tennis,Activity,tennis shirt men,50,12.50%,$523.00
men,Gender,tennis shirt men,50,12.50%,$523.00
running,Activity,ventilating uv protection running jacket,52,5.77%,$317.00
we made too much,Category,we made too much of,42,4.76%,$88.00
everywhere,Collections,wear everywhere bag,55,16.36%,$362.00
white,Color name,white cool racerback,69,0.00%,$0.00
cool racerback,Collections,white cool racerback,69,0.00%,$0.00
white,Color name,white tank women,58,19.30%,$639.10
women,Category,white tank women,58,19.30%,$639.10
women,Category,women shoes sale,62,22.58%,"$1,154.00"
shoes,Category,women shoes sale,62,22.58%,"$1,154.00"
women,Category,women wide leg pants,63,6.35%,$414.00
pants,Category,women wide leg pants,63,6.35%,$414.00
pants,Category,women’s pants sale,29,0.00%,$0.00
running,Activity,women’s running short,45,2.22%,$69.00
short,Length,women’s running short,45,2.22%,$69.00
cropped,Length,womens cropped leggings,25,16.00%,$451.00
leggings,Category,womens cropped leggings,25,16.00%,$451.00
running,Activity,womens running tops,36,20.00%,$330.00
white,Color name,womens white shirts,40,17.95%,$934.00
shirts,Category,womens white shirts,40,17.95%,$934.00
wunder train,Collections,wunder train mesh panel,129,24.60%,"$2,078.95"
Align,Collections,Align leggings 23”,48,14.58%,"$1,136.80"
leggings,Category,Align leggings 23”,48,14.58%,"$1,136.80"
align,Collections,align long sl,76,10.53%,$399.30
long,Length,align long sl,76,10.53%,$399.30
align,Collections,align short 4 inch,62,8.06%,$433.55
short,Length,align short 4 inch,62,8.06%,$433.55
4,Size,align short 4 inch,62,8.06%,$433.55
black,Color name,black leggings 25”,34,5.88%,$167.00
leggings,Category,black leggings 25”,34,5.88%,$167.00
black,Color name,black shorts girls,48,4.17%,$136.00
shorts,Category,black shorts girls,48,4.17%,$136.00
blue,Color Family,blue hottie hot shorts,43,0.00%,$0.00
shorts,Category,blue hottie hot shorts,43,0.00%,$0.00
blue,Color Family,blue tie dye,62,4.84%,$217.90
bone,Color name,bone define jacket,102,2.94%,$354.00
define,Collections,bone define jacket,102,2.94%,$354.00
Bowline,Collections,"Bowline Short 5"" Stretch Ripstop",95,29.47%,"$1,737.65"
Short,Length,"Bowline Short 5"" Stretch Ripstop",95,29.47%,"$1,737.65"
"5""",Inseam,"Bowline Short 5"" Stretch Ripstop",95,29.47%,"$1,737.65"
leggings,Category,camo leggings align,53,13.21%,$711.50
align,Collections,camo leggings align,53,13.21%,$711.50
commission,Collections,"commission classic-fit short 7"" wovenair",62,25.00%,"$1,425.80"
short,Length,"commission classic-fit short 7"" wovenair",62,25.00%,"$1,425.80"
"7""",Inseam,"commission classic-fit short 7"" wovenair",62,25.00%,"$1,425.80"
commission,Collections,commission slim fit pants,65,25.40%,"$2,090.15"
pants,Category,commission slim fit pants,65,25.40%,"$2,090.15"
green,Color Family,green vest,148,25.85%,"$3,719.30"
ebb to street,Collections,ebb to street tank sale,67,5.97%,$197.65
energy,Collections,energy longline ribbed,99,34.04%,"$1,675.50"
yoga,Activity,yoga blo,123,24.59%,$986.80
energy,Collections,energy sport bras,51,1.96%,$44.00
enlite,Collections,enlite front zip,90,32.95%,"$2,563.70"
4,Size,hotty hots high rise 4 inch,14,7.14%,$68.00
running,Activity,fast and free running shorts,63,17.74%,$641.95
shorts,Category,fast and free running shorts,63,17.74%,$641.95
shirts,Category,girls t shirts,52,10.42%,$408.00
scuba,Collections,scuba red,96,12.63%,"$1,378.80"
red,Color Family,scuba red,96,12.63%,"$1,378.80"
green,Color Family,green t shirt,45,8.89%,$154.65
black,Color name,black fl,85,4.71%,$482.00
golf,Activity,stretch golf,83,26.25%,"$1,778.60"
velvet dust,Color name,heathered velvet dust,46,0.00%,$0.00
define,Collections,Women’s define,82,15.00%,"$1,644.30"
mini,Length,high rise mini flared pant,153,43.36%,"$7,293.50"
pink,Color Family,mens pink,81,18.52%,"$1,009.25"
Align,Collections,Align spo,78,5.26%,$290.00
men,Gender,headband men,78,23.68%,$544.50
xl,Size,xl bag,76,14.67%,$496.00
hotty hot,Collections,hotty hot 4in,59,10.17%,$506.60
hotty hot,Collections,hotty hot hr 25,72,11.11%,$663.85
25,Size,hotty hot hr 25,72,11.11%,$663.85
purple,Color Family,dark purple,73,4.17%,$236.00
leggings,Category,leggings brown,73,15.49%,"$1,214.30"
brown,Color Family,leggings brown,73,15.49%,"$1,214.30"
pink,Color Family,pink p,72,0.00%,$0.00
java,Color name,java align bra,48,4.17%,$72.50
align,Collections,java align bra,48,4.17%,$72.50
surge,Collections,surge zip,71,18.84%,"$1,059.00"
5,Size,pace 5,70,20.29%,"$1,011.55"
green,Color Family,emerald green,68,1.47%,$78.00
invigorate,Collections,invigorate tight,66,9.23%,$553.65
purple,Color Family,purple accessories,66,12.12%,$291.00
accessories,Category,purple accessories,66,12.12%,$291.00
brown,Color Family,brown women,62,6.56%,$262.00
women,Category,brown women,62,6.56%,$262.00
leggings,Category,leggings with phone pocket,61,15.25%,"$1,408.00"
7,Size,7 in,60,11.86%,$564.00
align,Collections,align shi,59,6.78%,$116.00
dance,Activity,lined dance studio,68,5.88%,$570.00
dance studio,Collections,lined dance studio,68,5.88%,$570.00
drysense,Collections,mens drysense,59,10.34%,$783.65
long,Length,long sleeve uv,39,12.82%,$816.60
pants,Category,aline pants,56,8.93%,$520.00
white,Color name,white skir,56,0.00%,$0.00
tennis,Activity,tennis mid,55,3.64%,$204.80
align,Collections,align spandex,53,0.00%,$0.00
full,Size,evergreen full,51,9.80%,$705.00
men,Gender,men golf polo,47,8.70%,$341.85
golf,Activity,men golf polo,47,8.70%,$341.85
"3""",Inseam,"3"" short",49,10.42%,$312.60
short,Length,"3"" short",49,10.42%,$312.60
pink,Color Family,cosmic pink,48,6.25%,$197.20
shirts,Category,shirts men’s,48,9.09%,$370.00
green,Color Family,men’s green shorts,44,11.36%,$347.00
shorts,Category,men’s green shorts,44,11.36%,$347.00
shorts,Category,mens shorts 5”,28,3.57%,$68.00
metal vent tech,Collections,metal vent tech polo shirt,141,36.00%,"$4,263.30"
black,Color name,black leggings we made too much,14,7.14%,$59.25
leggings,Category,black leggings we made too much,14,7.14%,$59.25
we made too much,Category,black leggings we made too much,14,7.14%,$59.25
align,Collections,mid rise align,64,14.06%,"$1,040.00"
hoodies,Attribute,woman hoodies,42,14.29%,$768.00
leggings,Category,camoflauge leggings,41,14.63%,$657.00
navy,Color Family,navy align shorts,67,13.43%,$554.00
align,Collections,navy align shorts,67,13.43%,$554.00
shorts,Category,navy align shorts,67,13.43%,$554.00
scuba,Collections,chambray scuba,36,2.86%,$99.00
green,Color Family,green tanks,36,22.86%,$452.50
pink,Color Family,pink peony shirt,40,7.69%,$176.00
pink peony,Color name,pink peony shirt,40,7.69%,$176.00
tennis,Activity,tennis women’s,31,3.33%,$34.00
yoga,Activity,ribbed nulu asymmetrical yoga bra,97,23.96%,"$1,150.40"
running,Activity,running shirt men,71,26.76%,"$1,291.55"
men,Gender,running shirt men,71,26.76%,"$1,291.55"
scuba,Collections,scuba hoodie cropped,79,12.82%,"$1,077.25"
cropped,Length,scuba hoodie cropped,79,12.82%,"$1,077.25"
shorts,Category,shorts for girls,69,0.00%,$0.00
summer glow,Color name,summer glow top,41,4.88%,$117.00
swiftly,Collections,swiftly tech size 0,46,2.17%,$78.00
0,Size,swiftly tech size 0,46,2.17%,$78.00
tennis,Activity,tiered pleats tennis dress,67,7.81%,$423.00
utility blue,Color name,utility blue short,51,3.92%,$138.00
blue,Color Family,utility blue short,51,3.92%,$138.00
short,Length,utility blue short,51,3.92%,$138.00
shirts,Category,v neck shirts,67,19.70%,"$1,002.00"
vitapink,Color name,vitapink,623,13.19%,"$8,136.90"
we made too much,Category,we made too much men’s,50,10.20%,$176.15
white,Color name,white bitty hot,54,7.41%,$272.00
white,Color name,white leggings with pockets,30,0.00%,$0.00
leggings,Category,white leggings with pockets,30,0.00%,$0.00
white,Color name,white womens shirt,57,8.77%,$458.00
women,Category,women hoodies sale,29,3.45%,$89.00
hoodies,Attribute,women hoodies sale,29,3.45%,$89.00
women,Category,women in tank polo,56,0.00%,$0.00
workout,Activity,women’s workout pants,35,11.43%,$363.00
pants,Category,women’s workout pants,35,11.43%,$363.00
wunder train,Collections,wunder train race,73,16.90%,$748.80
4,Size,4 inch high rise,47,17.02%,$880.00
abc,Collections,abc pant 30,68,25.00%,"$2,537.40"
30,Size,abc pant 30,68,25.00%,"$2,537.40"
align,Collections,align crop tops,42,4.76%,$204.00
align,Collections,align high rise 23”,32,6.25%,$132.50
align,Collections,align high waisted,88,20.45%,"$1,934.15"
align,Collections,align mini flares,93,12.90%,"$1,164.60"
mini,Length,align mini flares,93,12.90%,"$1,164.60"
align,Collections,align tank kelly green,49,8.33%,$777.65
green,Color Family,align tank kelly green,49,8.33%,$777.65
base pace,Collections,base pace hr crop 23,46,15.22%,$556.00
peach bellini,Color name,peach bellini,542,15.66%,"$7,071.55"
shorts,Category,biker shorts girls,39,0.00%,$0.00
shorts,Category,biker shorts on sale,42,2.38%,$49.00
black,Color name,black align tank top,87,9.41%,$517.00
align,Collections,black align tank top,87,9.41%,$517.00
black,Color name,black women jacket,49,6.12%,$464.00
women,Category,black women jacket,49,6.12%,$464.00
0,Size,bra size 0,38,0.00%,$0.00
mini,Length,city adventurer backpack mini 11l,67,26.87%,"$1,274.25"
yoga,Activity,ribbed modal silk twist-back yoga ls,14,7.14%,$78.00
commission,Collections,"commission classic-fit short 9"" warpstreme",59,27.27%,"$1,767.40"
short,Length,"commission classic-fit short 9"" warpstreme",59,27.27%,"$1,767.40"
"9""",Inseam,"commission classic-fit short 9"" warpstreme",59,27.27%,"$1,767.40"
commission,Collections,"commission short 7""",40,25.00%,"$1,135.20"
short,Length,"commission short 7""",40,25.00%,"$1,135.20"
"7""",Inseam,"commission short 7""",40,25.00%,"$1,135.20"
short,Length,cool rb short tank,63,1.61%,$29.00
Dance,Activity,Dance Studio Mid-Rise Pant Regular,400,53.59%,"$25,146.00"
Dance Studio,Collections,Dance Studio Mid-Rise Pant Regular,400,53.59%,"$25,146.00"
blue,Color Family,dark blue hotty hots,41,4.88%,$136.00
dark lavender,Color name,dark lavender scuba,70,8.82%,$612.65
scuba,Collections,dark lavender scuba,70,8.82%,$612.65
dark red,Color name,dark red align,62,9.84%,$505.50
red,Color Family,dark red align,62,9.84%,$505.50
align,Collections,dark red align,62,9.84%,$505.50
define,Collections,define jacket camo,51,3.92%,$217.00
define,Collections,define jacket null,85,25.00%,"$2,233.50"
null,Color Family,define jacket null,85,25.00%,"$2,233.50"
define,Collections,define mesh jacket,48,10.64%,$660.00
speed up,Collections,speed up shorts high rise 2.5,14,7.14%,$136.00
shorts,Category,speed up shorts high rise 2.5,14,7.14%,$136.00
enlite,Collections,enlite front-zip bra,63,20.63%,"$1,144.55"
Enlite,Collections,Enlite Front-Zip Bra *High Support,58,27.27%,"$1,240.15"
long,Length,evolution long sleeve,226,44.61%,"$7,602.10"
long,Length,Crop long,102,11.22%,"$1,041.30"
wunder under,Collections,"wunder under high-rise tight 25"" luxtreme",14,7.14%,$39.00
"25""",Inseam,"wunder under high-rise tight 25"" luxtreme",14,7.14%,$39.00
underwear,Category,sale underwear,96,19.15%,$789.00
purple,Color Family,purple hoodies,85,12.05%,$978.30
hoodies,Attribute,purple hoodies,85,12.05%,$978.30
hawaiian blue,Color name,hawaiian blue leggings,56,7.14%,$325.00
blue,Color Family,hawaiian blue leggings,56,7.14%,$325.00
leggings,Category,hawaiian blue leggings,56,7.14%,$325.00
bike,Activity,high rise bike short,42,4.76%,$128.00
short,Length,high rise bike short,42,4.76%,$128.00
hiking,Activity,hiking shorts women,56,10.91%,$353.00
shorts,Category,hiking shorts women,56,10.91%,$353.00
women,Category,hiking shorts women,56,10.91%,$353.00
black,Color name,black dance,78,15.58%,"$1,258.30"
dance,Activity,black dance,78,15.58%,"$1,258.30"
hot heat,Color name,hot heat tank,67,9.09%,$293.65
align,Collections,rib align,71,14.29%,$916.50
shorts,Category,warpstreme shorts,71,23.53%,"$1,746.80"
black,Color name,black jack,70,10.00%,$772.90
men,Gender,sleeveless men,67,16.67%,$969.80
pants,Category,baggy pants,65,0.00%,$0.00
Golf,Activity,Golf sk,64,6.25%,$533.00
short,Length,cinch short,63,0.00%,$0.00
women,Category,women blue,60,8.47%,$407.50
blue,Color Family,women blue,60,8.47%,$407.50
scuba,Collections,camo scuba,59,0.00%,$0.00
blue,Color Family,blue tshirt,58,6.90%,$342.20
dance,Activity,lululemon dance studio pants,64,9.38%,$678.50
dance studio,Collections,lululemon dance studio pants,64,9.38%,$678.50
pants,Category,lululemon dance studio pants,64,9.38%,$678.50
women,Category,women too,53,9.80%,$392.00
align,Collections,align thank,52,3.92%,$122.00
women,Category,women classic,51,1.96%,$51.00
blue,Color Family,blue bras,47,2.13%,$58.00
pink,Color Family,pink mat,47,4.26%,$164.00
short,Length,men’s short 5”,24,8.33%,$204.00
leggings,Category,mango leggings,45,17.78%,$797.00
tennis,Activity,tennis jackets,44,11.36%,$741.00
white,Color name,white too,44,2.33%,$34.00
capris,Category,camo capris,41,7.32%,$188.65
rose,Color Family,rose bag,41,5.00%,$179.00
navy,Color Family,navy blue speed ups,54,5.56%,$195.00
blue,Color Family,navy blue speed ups,54,5.56%,$195.00
yoga,Activity,mat yoga,39,12.82%,$474.00
long,Length,nulux long sleeve tennis dress,66,17.19%,$869.00
tennis,Activity,nulux long sleeve tennis dress,66,17.19%,$869.00
green,Color Family,pastel green belt bag,58,0.00%,$0.00
perfectly oversized,Collections,perfectly oversized cropped crew *softstreme,38,8.11%,$295.50
cropped,Length,perfectly oversized cropped crew *softstreme,38,8.11%,$295.50
pitch blue,Color name,pitch blue legging,88,10.59%,$912.85
blue,Color Family,pitch blue legging,88,10.59%,$912.85
red,Color Family,red men’s shorts,59,1.72%,$68.00
shorts,Category,red men’s shorts,59,1.72%,$68.00
shorts,Category,soft streme shorts,76,8.00%,$343.70
Hotty Hot,Collections,"Hotty Hot HR Short 4"" *Lined",135,7.41%,$897.00
Short,Length,"Hotty Hot HR Short 4"" *Lined",135,7.41%,$897.00
"4""",Inseam,"Hotty Hot HR Short 4"" *Lined",135,7.41%,$897.00
women,Category,women train to be short shirt,27,7.41%,$93.00
short,Length,women train to be short shirt,27,7.41%,$93.00
speed up,Collections,speed up red,58,10.34%,$649.40
red,Color Family,speed up red,58,10.34%,$649.40
strawberry milkshake,Color name,strawberry milkshake scuba,206,15.69%,"$3,888.10"
scuba,Collections,strawberry milkshake scuba,206,15.69%,"$3,888.10"
sunny coral,Color name,sunny coral top,42,4.76%,$152.00
pants,Category,sweat pants for women,47,8.51%,$460.00
women,Category,sweat pants for women,47,8.51%,$460.00
swiftly,Collections,swiftly long sleve,77,3.95%,$189.15
long,Length,swiftly long sleve,77,3.95%,$189.15
Swiftly,Collections,Swiftly tech l,91,13.33%,$858.00
l,Size,Swiftly tech l,91,13.33%,$858.00
swiftly,Collections,swiftly wide leg,54,11.11%,$709.00
long,Length,swifty relaxed long sleeve,61,22.41%,"$1,097.50"
twilight rose,Color name,twilight rose pants,52,3.92%,$199.30
rose,Color Family,twilight rose pants,52,3.92%,$199.30
pants,Category,twilight rose pants,52,3.92%,$199.30
women,Category,women shirts on sale,37,21.62%,$301.15
shirts,Category,women shirts on sale,37,21.62%,$301.15
short,Length,women’s fast and free short,41,0.00%,$0.00
shirts,Category,women’s sale shirts,30,7.14%,$132.00
shorts,Category,women’s shorts 5”,41,7.69%,$176.00
shirts,Category,women's t shirts,59,18.97%,$670.20
workout,Activity,workout tank top,41,9.76%,$258.00
yellow,Color Family,yellow hotty hot,51,1.96%,$49.00
hotty hot,Collections,yellow hotty hot,51,1.96%,$49.00
yoga,Activity,yoga pants flare,52,9.80%,$659.00
pants,Category,yoga pants flare,52,9.80%,$659.00
5,Size,5 inch men,58,0.00%,$0.00
men,Gender,5 inch men,58,0.00%,$0.00
abc,Collections,abc mens pants,88,27.71%,"$3,698.80"
pants,Category,abc mens pants,88,27.71%,"$3,698.80"
swim,Activity,active swim short,70,17.14%,"$1,011.00"
short,Length,active swim short,70,17.14%,"$1,011.00"
align,Collections,align leggings 17,44,6.82%,$421.00
leggings,Category,align leggings 17,44,6.82%,$421.00
align,Collections,align racerback tank top,65,23.08%,$639.90
align,Collections,align waist length racerback tank,88,46.34%,"$1,967.30"
align,Collections,align wide leg 31,68,26.56%,"$1,668.35"
31,Size,align wide leg 31,68,26.56%,"$1,668.35"
yoga,Activity,asymmetrical yoga bra,52,7.69%,$223.00
black,Color name,black shorts men’s,37,11.11%,$283.00
shorts,Category,black shorts men’s,37,11.11%,$283.00
blue,Color Family,blue yoga pants,51,1.96%,$49.00
yoga,Activity,blue yoga pants,51,1.96%,$49.00
pants,Category,blue yoga pants,51,1.96%,$49.00
5,Size,city sleek 5 pocket high-rise,55,13.21%,$835.00
city sweat,Collections,city sweat zip,81,13.16%,"$1,030.45"
commission,Collections,commission pant slim 30,42,7.32%,$672.00
30,Size,commission pant slim 30,42,7.32%,$672.00
commission,Collections,commission short classic 7”,45,20.93%,"$1,089.80"
short,Length,commission short classic 7”,45,20.93%,"$1,089.80"
commission,Collections,commission slim fit 28,40,12.82%,$760.00
